sku,name,description,category,subcategory,gender,gender_category,age_group,color,pattern,style,product_image,model_image_1,model_image_2,model_image_3,status,featured,created_at
ZC-M0241,Orange T - Graphic,Male's orange t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Orange,graphic,casual,extracted-products/model3_male_orange_t_shirt_graphic__DSC3868_Large_6.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963045
ZC-M0242,White Pants,Male's white pants. Casual style.,Bottoms,Pants,Male,Men,Adults,White,,casual,extracted-products/model3_male_white_pants__DSC3800_Large_10.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.963101
ZC-M0243,White Shirt - Graphic,Male's white shirt with graphic design. Casual style.,Tops,Shirt,Male,Men,Adults,White,graphic,casual,extracted-products/model3_male_white_shirt_graphic__DSC3952_Large_7.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.963154
ZC-F0244,Black Flats,Female's black flats. Casual style.,Footwear,Flats,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_flats__DSC4148_1_12.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963214
ZC-F0245,Black Jacket,Female's black jacket. Casual style.,Outerwear,Jacket,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_jacket_outer__DSC3606_10.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963629
ZC-F0246,Black Pants,Female's black pants. Casual style.,Bottoms,Pants,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_pants__DSC3606_11.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963738
ZC-F0247,Dark Dress,Female's dark dress. Casual style.,Dresses,Dress,Female,Women,Adults,Dark,,casual,extracted-products/model4_female_dark_red_dress__DSC4148_1_11.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963803
ZC-F0248,Light Jeans,Female's light jeans. Casual style.,Bottoms,Jeans,Female,Women,Adults,Light,,casual,extracted-products/model4_female_light_blue_jeans__DSC3868_Large_9.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963867
ZC-F0249,White Sweatshirt - Graphic,Female's white sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,White,graphic,casual,extracted-products/model4_female_white_sweatshirt_graphic__DSC3868_Large_8.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963933
ZC-F0250,White T,Female's white t. Casual style.,Apparel,T,Female,Women,Adults,White,,casual,extracted-products/model4_female_white_t_shirt_under__DSC3606_9.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964007
ZC-M0251,Blue Jacket,Male's blue jacket. Casual style.,Outerwear,Jacket,Male,Men,Adults,Blue,,casual,extracted-products/model4_male_blue_denim_jacket_outer__DSC4293_Large_11.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964069
ZC-M0252,Dark Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model4_male_dark_blue_jeans__DSC4293_Large_12.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964127
ZC-M0253,Light T - Graphic,Male's light t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Light,graphic,casual,extracted-products/model4_male_light_green_t_shirt_under_graphic__DSC4293_Large_10.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964190
ZC-M0254,Black Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model5_male_black_pants__DSC3606_14.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964251
ZC-M0255,Grey T - Graphic,Male's grey t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Grey,graphic,casual,extracted-products/model5_male_grey_t_shirt_graphic__DSC3606_13.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964314
