sku,name,description,category,subcategory,gender,gender_category,age_group,color,pattern,style,product_image,model_image_1,model_image_2,model_image_3,status,featured,created_at,slug
ZC-M0213,Men's Black Casual Graphic Print Sweatshirt,Male's black sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Male,Men,Adults,Black,graphic,casual,extracted-products/model2_male_black_sweatshirt_graphic_SONY_ILCE-7RM5_6304x4180_000060_4.png,,,,published,false,2025-11-28T15:56:27.961456,men-s-black-casual-graphic-print-sweatshirt
ZC-M0214,Men's Blue Casual Jeans,Male's blue jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Blue,,casual,extracted-products/model2_male_blue_jeans_SONY_ILCE-7RM5_6304x4180_000037_7.png,,,,published,false,2025-11-28T15:56:27.961503,men-s-blue-casual-jeans-4
ZC-M0215,Men's Blue Casual Jeans,Male's blue jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Blue,,casual,extracted-products/model2_male_blue_jeans__DSC3606_4.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.961547,men-s-blue-casual-jeans-5
ZC-M0216,Men's Dark Casual Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model2_male_dark_blue_jeans_SONY_ILCE-7RM5_6304x4180_000060_5.png,,,,published,false,2025-11-28T15:56:27.961599,men-s-dark-casual-jeans-7
ZC-M0217,Men's Dark Casual Shirt,Male's dark shirt. Casual style.,Tops,Shirt,Male,Men,Adults,Dark,,casual,extracted-products/model2_male_dark_brown_long_sleeved_shirt_outer_SONY_ILCE-7RM5_9600x6376_000109_4.png,,,,published,false,2025-11-28T15:56:27.961663,men-s-dark-casual-shirt
ZC-KB0218,Kids's Dark Casual Graphic Print Tops,Adorable boy's dark sweatshirt with graphic design. Casual style.,Kids,Tops,Boy,Kids,Kids,Dark,graphic,casual,extracted-products/model2_male_dark_teal_sweatshirt_graphic__DSC5314_3.png,,,,published,false,2025-11-28T15:56:27.961709,kids-s-dark-casual-graphic-print-tops
ZC-M0219,Men's Khaki Casual Pants,Male's khaki pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Khaki,,casual,extracted-products/model2_male_khaki_pants__DSC5314_4.png,model-poses/model2_male_casual_front_standing__DSC5314.png,model-poses/model2_male_casual_three_quarter__DSC5314.png,model-poses/model2_male_casual_casual_lifestyle__DSC5314.png,published,false,2025-11-28T15:56:27.961757,men-s-khaki-casual-pants-2
ZC-M0220,Men's Light Casual Jeans,Male's light jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Light,,casual,extracted-products/model2_male_light_blue_jeans__DSC3820_Large_8.png,model-poses/model2_male_streetwear_front_standing__DSC3820_Large.png,model-poses/model2_male_streetwear_three_quarter__DSC3820_Large.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3820_Large.png,published,false,2025-11-28T15:56:27.961810,men-s-light-casual-jeans-5
ZC-M0221,Men's Light Casual Shirt,Male's light shirt. Casual style.,Tops,Shirt,Male,Men,Adults,Light,,casual,extracted-products/model2_male_light_green_shirt__DSC3952_Large_4.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.961863,men-s-light-casual-shirt-2
ZC-KB0222,Kids's Navy Casual Graphic Print Outerwear,Adorable boy's navy jacket with graphic design. Casual style.,Kids,Outerwear,Boy,Kids,Kids,Navy,graphic,casual,extracted-products/model2_male_navy_blue_varsity_jacket_outer_graphic__DSC3820_Large_6.png,,,,published,false,2025-11-28T15:56:27.961918,kids-s-navy-casual-graphic-print-outerwear
ZC-M0223,Men's Off white Casual Graphic Print T-Shirt,Male's off white t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Off White,graphic,casual,extracted-products/model2_male_off-white_t_shirt_under_graphic_SONY_ILCE-7RM5_9600x6376_000109_5.png,,,,published,false,2025-11-28T15:56:27.961970,men-s-off-white-casual-graphic-print-t-shirt
ZC-M0224,Men's Orange Casual Graphic Print T-Shirt,Male's orange t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Orange,graphic,casual,extracted-products/model2_male_orange_t_shirt_under_graphic__DSC3820_Large_7.png,model-poses/model2_male_streetwear_front_standing__DSC3820_Large.png,model-poses/model2_male_streetwear_three_quarter__DSC3820_Large.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3820_Large.png,published,false,2025-11-28T15:56:27.962022,men-s-orange-casual-graphic-print-t-shirt-2
ZC-M0225,Men's White Casual Striped Print Shirt,Male's white shirt with striped design. Casual style.,Tops,Shirt,Male,Men,Adults,White,striped,casual,extracted-products/model2_male_white_polo_shirt_striped_SONY_ILCE-7RM5_6304x4180_000037_6.png,,,,published,false,2025-11-28T15:56:27.962079,men-s-white-casual-striped-print-shirt
ZC-F0226,Women's Beige Casual Graphic Print Hoodie,Female's beige hoodie with graphic design. Casual style.,Tops,Hoodie,Female,Women,Adults,Beige,graphic,casual,extracted-products/model3_female_beige_hoodie_graphic__DSC3606_6.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.962130,women-s-beige-casual-graphic-print-hoodie-2
ZC-F0227,Women's Beige Casual Graphic Print Sweatpants,Female's beige sweatpants with graphic design. Casual style.,Bottoms,Sweatpants,Female,Women,Adults,Beige,graphic,casual,extracted-products/model3_female_beige_sweatpants_graphic__DSC3606_7.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.962191,women-s-beige-casual-graphic-print-sweatpants-2
ZC-F0228,Women's Blue Casual Vest,Female's blue vest. Casual style.,Tops,Vest,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_denim_vest_outer__DSC4293_Large_8.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962249,women-s-blue-casual-vest
ZC-F0229,Women's Blue Casual Jeans,Female's blue jeans. Casual style.,Bottoms,Jeans,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_jeans__DSC4293_Large_9.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962312,women-s-blue-casual-jeans-8
ZC-F0230,Women's Blue Casual Top,Female's blue top. Casual style.,Tops,Top,Female,Women,Adults,Blue,,casual,extracted-products/model3_female_blue_sleeveless_top__DSC4597_Large_7.png,model-poses/model3_female_casual_front_standing__DSC4597_Large.png,model-poses/model3_female_casual_three_quarter__DSC4597_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4597_Large.png,published,false,2025-11-28T15:56:27.962391,women-s-blue-casual-top
ZC-F0231,Women's White Casual Pants,Female's white pants. Casual style.,Bottoms,Pants,Female,Women,Adults,White,,casual,extracted-products/model3_female_white_pants__DSC4597_Large_8.png,model-poses/model3_female_casual_front_standing__DSC4597_Large.png,model-poses/model3_female_casual_three_quarter__DSC4597_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4597_Large.png,published,false,2025-11-28T15:56:27.962448,women-s-white-casual-pants-2
ZC-F0232,Women's White Casual Striped Print Top,Female's white top with striped design. Casual style.,Tops,Top,Female,Women,Adults,White,striped,casual,extracted-products/model3_female_white_top_striped__DSC4293_Large_7.png,model-poses/model3_female_casual_front_standing__DSC4293_Large.png,model-poses/model3_female_casual_three_quarter__DSC4293_Large.png,model-poses/model3_female_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.962505,women-s-white-casual-striped-print-top
ZC-M0233,Men's Beige Casual Shorts,Male's beige shorts. Casual style.,Bottoms,Shorts,Male,Men,Adults,Beige,,casual,extracted-products/model3_male_beige_shorts__DSC4148_1_8.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.962562,men-s-beige-casual-shorts
ZC-M0234,Men's Black Casual Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model3_male_black_pants__DSC3713_Large_7.png,model-poses/model3_male_casual_front_standing__DSC3713_Large.png,model-poses/model3_male_casual_three_quarter__DSC3713_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3713_Large.png,published,false,2025-11-28T15:56:27.962617,men-s-black-casual-pants-9
ZC-M0235,Men's Black Casual T-Shirt,Male's black t. Casual style.,Apparel,T,Male,Men,Adults,Black,,casual,extracted-products/model3_male_black_t_shirt__DSC3713_Large_6.png,model-poses/model3_male_casual_front_standing__DSC3713_Large.png,model-poses/model3_male_casual_three_quarter__DSC3713_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3713_Large.png,published,false,2025-11-28T15:56:27.962673,men-s-black-casual-t-shirt
ZC-M0236,Men's Dark Casual Pants,Male's dark pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Dark,,casual,extracted-products/model3_male_dark_brown_pants__DSC3952_Large_8.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.962725,men-s-dark-casual-pants-5
ZC-M0237,Men's Dark Casual Graphic Print Shirt,Male's dark shirt with graphic design. Casual style.,Tops,Shirt,Male,Men,Adults,Dark,graphic,casual,extracted-products/model3_male_dark_green_button_up_shirt_graphic__DSC3800_Large_9.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.962781,men-s-dark-casual-graphic-print-shirt
ZC-M0238,Men's Dark Casual Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model3_male_dark_grey_jeans__DSC3868_Large_7.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.962839,men-s-dark-casual-jeans-8
ZC-M0239,Men's Grey Casual Graphic Print Backpack,Male's grey backpack with graphic design. Casual style.,Accessories,Backpack,Male,Men,Adults,Grey,graphic,casual,extracted-products/model3_male_grey_backpack_graphic__DSC3800_Large_12.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.962919,men-s-grey-casual-graphic-print-backpack
ZC-M0240,Men's Maroon Casual Graphic Print Short,Male's maroon short with graphic design. Casual style.,Apparel,Short,Male,Men,Adults,Maroon,graphic,casual,extracted-products/model3_male_maroon_short_sleeved_shirt_graphic__DSC4148_1_7.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.962984,men-s-maroon-casual-graphic-print-short
ZC-M0241,Men's Orange Casual Graphic Print T-Shirt,Male's orange t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Orange,graphic,casual,extracted-products/model3_male_orange_t_shirt_graphic__DSC3868_Large_6.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963045,men-s-orange-casual-graphic-print-t-shirt-3
ZC-M0242,Men's White Casual Pants,Male's white pants. Casual style.,Bottoms,Pants,Male,Men,Adults,White,,casual,extracted-products/model3_male_white_pants__DSC3800_Large_10.png,model-poses/model3_male_casual_front_standing__DSC3800_Large.png,model-poses/model3_male_casual_three_quarter__DSC3800_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3800_Large.png,published,false,2025-11-28T15:56:27.963101,men-s-white-casual-pants-2
ZC-M0243,Men's White Casual Graphic Print Shirt,Male's white shirt with graphic design. Casual style.,Tops,Shirt,Male,Men,Adults,White,graphic,casual,extracted-products/model3_male_white_shirt_graphic__DSC3952_Large_7.png,model-poses/model3_male_casual_front_standing__DSC3952_Large.png,model-poses/model3_male_casual_three_quarter__DSC3952_Large.png,model-poses/model3_male_casual_casual_lifestyle__DSC3952_Large.png,published,false,2025-11-28T15:56:27.963154,men-s-white-casual-graphic-print-shirt-2
ZC-F0244,Women's Black Casual Flats,Female's black flats. Casual style.,Footwear,Flats,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_flats__DSC4148_1_12.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963214,women-s-black-casual-flats
ZC-F0245,Women's Black Casual Jacket,Female's black jacket. Casual style.,Outerwear,Jacket,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_jacket_outer__DSC3606_10.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963629,women-s-black-casual-jacket
ZC-F0246,Women's Black Casual Pants,Female's black pants. Casual style.,Bottoms,Pants,Female,Women,Adults,Black,,casual,extracted-products/model4_female_black_pants__DSC3606_11.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.963738,women-s-black-casual-pants-9
ZC-F0247,Women's Dark Casual Dress,Female's dark dress. Casual style.,Dresses,Dress,Female,Women,Adults,Dark,,casual,extracted-products/model4_female_dark_red_dress__DSC4148_1_11.png,model-poses/model4_female_casual_chic_front_standing__DSC4148_1.png,model-poses/model4_female_casual_chic_three_quarter__DSC4148_1.png,model-poses/model4_female_casual_chic_casual_lifestyle__DSC4148_1.png,published,false,2025-11-28T15:56:27.963803,women-s-dark-casual-dress
ZC-F0248,Women's Light Casual Jeans,Female's light jeans. Casual style.,Bottoms,Jeans,Female,Women,Adults,Light,,casual,extracted-products/model4_female_light_blue_jeans__DSC3868_Large_9.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963867,women-s-light-casual-jeans-7
ZC-F0249,Women's White Casual Graphic Print Sweatshirt,Female's white sweatshirt with graphic design. Casual style.,Tops,Sweatshirt,Female,Women,Adults,White,graphic,casual,extracted-products/model4_female_white_sweatshirt_graphic__DSC3868_Large_8.png,model-poses/model4_female_casual_front_standing__DSC3868_Large.png,model-poses/model4_female_casual_three_quarter__DSC3868_Large.png,model-poses/model4_female_casual_casual_lifestyle__DSC3868_Large.png,published,false,2025-11-28T15:56:27.963933,women-s-white-casual-graphic-print-sweatshirt-3
ZC-F0250,Women's White Casual T-Shirt,Female's white t. Casual style.,Apparel,T,Female,Women,Adults,White,,casual,extracted-products/model4_female_white_t_shirt_under__DSC3606_9.png,model-poses/female_casual_front_standing__DSC3606.png,model-poses/female_casual_three_quarter__DSC3606.png,model-poses/female_casual_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964007,women-s-white-casual-t-shirt-2
ZC-M0251,Men's Blue Casual Jacket,Male's blue jacket. Casual style.,Outerwear,Jacket,Male,Men,Adults,Blue,,casual,extracted-products/model4_male_blue_denim_jacket_outer__DSC4293_Large_11.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964069,men-s-blue-casual-jacket
ZC-M0252,Men's Dark Casual Jeans,Male's dark jeans. Casual style.,Bottoms,Jeans,Male,Men,Adults,Dark,,casual,extracted-products/model4_male_dark_blue_jeans__DSC4293_Large_12.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964127,men-s-dark-casual-jeans-9
ZC-M0253,Men's Light Casual Graphic Print T-Shirt,Male's light t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Light,graphic,casual,extracted-products/model4_male_light_green_t_shirt_under_graphic__DSC4293_Large_10.png,model-poses/model4_male_casual_front_standing__DSC4293_Large.png,model-poses/model4_male_casual_three_quarter__DSC4293_Large.png,model-poses/model4_male_casual_casual_lifestyle__DSC4293_Large.png,published,false,2025-11-28T15:56:27.964190,men-s-light-casual-graphic-print-t-shirt
ZC-M0254,Men's Black Casual Pants,Male's black pants. Casual style.,Bottoms,Pants,Male,Men,Adults,Black,,casual,extracted-products/model5_male_black_pants__DSC3606_14.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964251,men-s-black-casual-pants-10
ZC-M0255,Men's Grey Casual Graphic Print T-Shirt,Male's grey t with graphic design. Casual style.,Apparel,T,Male,Men,Adults,Grey,graphic,casual,extracted-products/model5_male_grey_t_shirt_graphic__DSC3606_13.png,model-poses/model2_male_streetwear_front_standing__DSC3606.png,model-poses/model2_male_streetwear_three_quarter__DSC3606.png,model-poses/model2_male_streetwear_casual_lifestyle__DSC3606.png,published,false,2025-11-28T15:56:27.964314,men-s-grey-casual-graphic-print-t-shirt
